NAME	TITLE	SCORE	
PAQR8		2.5986469	
UGT2B10		2.598308	
UTRN		2.5979767	
TSC22D3		2.5975075	
PKNOX2		2.5938065	
AR		2.591473	
CLDN9		2.5889657	
B4GALT6		2.5880628	
RLN2		2.5868707	
LINC01208		2.581316	
RNF157		2.5804124	
CNR1		2.575105	
LINC00470		2.5750265	
RTN1		2.573933	
THAP12P3		2.5710583	
PCDH19		2.5702872	
SVIL2P		2.56908	
FFAR2		2.5642323	
SGCE		2.5621703	
TMOD3		2.5601354	
SLC8A2		2.55968	
PRDM8		2.5587611	
LRATD1		2.5579317	
USP8P1		2.5570524	
ABCA6		2.5567703	
CXCL8		2.5482156	
ANOS1		2.5444624	
SLC22A20P		2.5408638	
DKK1		2.534491	
TRPM7		2.533624	
LINC01661		2.53271	
CNTNAP2		2.5318305	
DMRTA1		2.5290732	
HOXA-AS2		2.5257585	
HOXC4		2.5229971	
MAPK6		2.5227592	
PERCC1		2.5203428	
SERPINA9		2.5194843	
FLNA		2.5180433	
GLIS3		2.5172994	
MSMB		2.5170743	
SH3RF2		2.513928	
NAP1L5		2.5116513	
GCNT4		2.5099907	
TEKT4P2		2.5098681	
CDO1		2.509571	
CYP27A1		2.506203	
KCNMA1		2.5042272	
NDRG2		2.5031095	
STXBP5-AS1		2.5013618	
APOL4		2.4988964	
LINC01091		2.493898	
CEACAM16-AS1		2.4936986	
ALDH1A3-AS1		2.4910367	
HCAR2		2.4905148	
HOXC13		2.48994	
HRC		2.480749	
COL25A1		2.4795837	
SNAI2		2.476248	
FGF13		2.4762032	
NOVA1-DT		2.4756348	
TMEM135		2.474222	
CPE		2.4714613	
MYO1B		2.4711733	
LINC00930		2.4644105	
PACRG-AS1		2.4634516	
SPPL2A		2.4628851	
CREB3L1		2.4586225	
SYDE1		2.4579053	
PLTP		2.457037	
PANK1-AS1		2.4519897	
ATP8B4		2.448983	
APBA1		2.448019	
ZNF888		2.4476626	
ANKDD1B		2.4374273	
PLPPR1		2.437396	
ABCC11		2.4364934	
PDE4B		2.4363337	
NKX2-3		2.4274635	
LEO1		2.4244087	
GRM4		2.417372	
RSPO4		2.413731	
ARL4D		2.408535	
FSTL4		2.4084072	
SLC22A15		2.4077923	
CATSPERB		2.4074588	
CSTA		2.405746	
HOXC-AS2		2.405177	
AKAP5		2.4042094	
COL9A3		2.4036772	
PGAM1P7		2.3984149	
SIPA1L1-AS1		2.3936384	
SFTPA2		2.3886054	
ZNF563		2.3843138	
BACH2		2.383925	
GDNF-AS1		2.3833268	
NMD3P2		2.3807595	
PAMR1		2.3774858	
ZNF385A		2.3753736	
CLUHP10		2.3748372	
AXIN2		2.3747835	
SLC9A2		2.3720348	
CYP1A1		2.3655362	
SLC25A34		2.3650587	
C2CD4D-AS1		2.3599815	
SPTBN5		2.3591473	
SPINK1		2.3559625	
RAB30		2.352952	
KIAA0319		2.3518815	
COL19A1		2.3478057	
EFNA5		2.3475978	
AP4E1		2.344693	
EVA1C		2.34266	
WBP1LP2		2.3424857	
CFAP161		2.3390615	
CARD14		2.338082	
CLU		2.337945	
PIK3C2G		2.3355806	
ADORA2A		2.3321202	
SAMD4A		2.3293445	
UCN2		2.323809	
DMXL2		2.3211546	
RPL32P2		2.319988	
TMEM86A		2.3115475	
ARPP19P2		2.3114243	
CCDC33		2.3025203	
DMRT2		2.3023555	
SLC37A2		2.302103	
RALYL		2.3019297	
ZNF525		2.30178	
ACTG2		2.29654	
TBX3		2.2962172	
TG		2.2932763	
SPRY4		2.2848637	
SGMS2		2.2839239	
CD101		2.28031	
CRISPLD1		2.2794595	
MINAR1		2.278618	
VSX1		2.27739	
USP32P3		2.2732754	
OPHN1		2.2710845	
TSPOAP1		2.269613	
AFF2		2.2694182	
FAM89A		2.263829	
WASIR1		2.2587378	
GATA3-AS1		2.2583938	
ANKRD35		2.2549543	
RPRM		2.2520683	
PTCH2		2.2514837	
DRAM1		2.2503438	
MRPS30-DT		2.2491782	
OR7E102P		2.247264	
IDI2-AS1		2.238321	
CIAO2AP2		2.2355561	
FUT8		2.2336197	
HES7		2.2316709	
COL12A1		2.2270148	
USP50		2.2247198	
GABRE		2.2244616	
PYGO1		2.2244432	
RTL5		2.220948	
SNAP91		2.2199535	
SLC44A3		2.2180207	
SPSB4		2.2169538	
PRDM6		2.2150338	
DPF3		2.2129955	
RAPGEF3		2.211645	
RAPH1		2.2096343	
ATP13A4		2.208353	
FAM13A-AS1		2.2076674	
FKBP10		2.2065382	
CPLX1		2.204491	
PALM2AKAP2		2.2031913	
FEZF1		2.2018619	
SPTSSB		2.200695	
CASQ2		2.1977205	
TLE6		2.1975613	
ST3GAL5-AS1		2.1972992	
SCHIP1		2.1972685	
MIR33B		2.1949337	
THBS1-IT1		2.1937482	
GAS6-AS1		2.1920967	
SGSM1		2.1909115	
AKR1C1		2.1896658	
RARRES2P1		2.1886654	
ZNF423		2.1864042	
SERPINE2		2.1862202	
SLC35F3		2.1860945	
SLC34A3		2.1859426	
ATP8B3		2.1836324	
DLX1		2.1832793	
MYO5C		2.183087	
ZNF239		2.1825836	
HSD17B14		2.181557	
CRYM		2.1779392	
SLC16A8		2.1765227	
THEM5		2.1745784	
TSPO		2.172669	
ASB9P1		2.172141	
PSG4		2.1711457	
CXADR		2.1696844	
HOXC-AS3		2.1680012	
JPH3		2.167844	
MAPK12		2.1676831	
RNF224		2.166033	
GCGR		2.164995	
TMEM47		2.164111	
ETV1		2.1640594	
SIX2		2.162998	
CGAS		2.1601698	
GSDMB		2.155342	
SLC39A8		2.151981	
ABCC5		2.1511343	
IGSF3		2.1495771	
KRT80		2.1487393	
HS6ST2		2.1474726	
SEPTIN7P3		2.1464875	
ZDHHC8P1		2.1443307	
IRX4		2.1437674	
LINC01441		2.1434548	
ST8SIA6		2.143053	
C3orf20		2.1426718	
CORO2A		2.1426387	
HABP2		2.1410286	
DNAH5		2.1404953	
FZD7		2.1392941	
ADCY6-DT		2.1391373	
ZDHHC11		2.1378696	
UPK3B		2.1365316	
COL4A4		2.1350715	
RPL21P54		2.1344664	
MSRB3		2.1331372	
TAGLN		2.1326551	
PRR15-DT		2.132146	
PLEKHF1		2.1311314	
ABHD17C		2.125055	
KRT89P		2.1246765	
ID3		2.1220932	
GASK1B		2.1214623	
ATP8A1		2.119625	
PROM1		2.1181076	
ENOX1		2.1159642	
HCG17		2.1136246	
SCD		2.1126156	
MYRFL		2.1118417	
NYNRIN		2.1085494	
RAB27B		2.1073153	
ADGRV1		2.1049995	
KLHL7		2.1041753	
MMP16		2.0974693	
FGF12		2.0963538	
ARHGAP4		2.0931425	
CYP4A22-AS1		2.0923064	
KCND1		2.0919304	
GSTT2B		2.0881124	
RHOT1P1		2.0858932	
MEIS3		2.0839746	
NKX1-2		2.0836833	
CBLN3		2.0799284	
LINC01801		2.0777993	
COL11A2		2.074949	
GPR132		2.0710146	
FYN		2.069694	
RENBP		2.0690315	
TP53INP1		2.0669065	
PPARGC1A		2.0652964	
PXDC1		2.0630767	
RBMS1		2.0582447	
PDE11A		2.0579782	
CHD5		2.053291	
PPP3CA		2.0490727	
MDGA1		2.0486698	
LINC02870		2.0483491	
IRX4-AS1		2.0464215	
SYCE1L		2.045748	
EDN1		2.0449047	
MYCN		2.0394614	
LYSMD2		2.03905	
SRPK3		2.0345495	
HUNK		2.0340574	
ARHGAP31		2.032932	
DST-AS1		2.0306768	
ATP2A3		2.029346	
CYP46A1		2.0289395	
CA15P1		2.0283313	
C15orf65		2.0272818	
LSS		2.0267162	
GPRC5C		2.026485	
GJB2		2.0248995	
PRRT3		2.0227349	
GATA2-AS1		2.021293	
BHLHE41		2.0160565	
LINC02696		2.0125623	
COPZ2		2.0123696	
NIBAN3		2.0122797	
HCLS1		2.01096	
STAU2-AS1		2.0024505	
KLF12		2.0024254	
ARHGEF37		1.9988954	
RASL11B		1.9988068	
EEF1A2		1.9986551	
P2RY1		1.9969503	
DGKI		1.996644	
GABPB1-AS1		1.995109	
KRT81		1.9915563	
CLIC2		1.9909434	
INHA		1.985194	
SLC12A5-AS1		1.9844891	
PACRG		1.9840457	
PCDHA5		1.9836025	
GLRA3		1.9809232	
BAIAP3		1.9796559	
LRRIQ4		1.979645	
PCDH7		1.9795388	
ICA1		1.9724172	
ZBTB8B		1.968427	
TNNC1		1.9669609	
SLIT3-AS2		1.966102	
ARFGEF3		1.9657594	
ANGPTL4		1.964341	
ZNF275		1.9637853	
STEAP4		1.9632589	
IGDCC3		1.9612043	
TTC23L		1.9605588	
HGFAC		1.9576849	
HCST		1.957268	
PLA2G2F		1.9535943	
PAQR5		1.9531461	
INSL4		1.9511497	
KCNJ13		1.9479316	
POU5F1B		1.9471745	
CDH11		1.9436007	
KCNMB4		1.9410393	
MAN1C1		1.9404892	
HSFX1		1.9387721	
LMCD1-AS1		1.9377316	
ADAMTS17		1.9348392	
LINC01340		1.9341909	
TRPA1		1.9339286	
TFPI		1.9314452	
KLHL2P1		1.930431	
TYMP		1.9299715	
LINC02067		1.9294859	
C1QTNF4		1.926929	
SLC27A2		1.9257761	
KIF13B		1.9187945	
BAIAP2L2		1.9175873	
FASN		1.9173998	
ZFP36L2		1.9133877	
SQLE		1.9107118	
KIFC3		1.9073102	
SOWAHB		1.9072918	
LINC02803		1.9044989	
WNT5A		1.9041417	
CACNA1C		1.902207	
SRGAP3		1.9018576	
SPRED3		1.9018078	
CBR3-AS1		1.9013007	
EOMES		1.9002775	
GCNT1		1.893113	
ERVMER34-1		1.8926641	
SACS-AS1		1.891394	
RAB20		1.8879842	
SELENBP1		1.8866351	
UGDH		1.8829646	
ABCG1		1.8811388	
SPARCL1		1.8757551	
TMTC1		1.8677167	
RAB3B		1.8677127	
UBE2NP1		1.8670644	
SHISA8		1.8664523	
PARM1		1.865515	
ATP2B1-AS1		1.8654032	
LINC02331		1.8646196	
FMNL1-DT		1.8638043	
TNS4		1.8624773	
TTLL7		1.861039	
PRKCG		1.8608956	
MOV10L1		1.8604808	
EDARADD		1.8587915	
LINC01117		1.858307	
MSX1		1.8581012	
LINC02346		1.8573242	
ZNF790-AS1		1.8533882	
LINC01687		1.8512489	
SLC23A3		1.8498619	
HES6		1.8472202	
SIM2		1.8454789	
CRAT		1.8446981	
MTCO1P14		1.8445886	
C2CD4A		1.8426317	
GABRR2		1.8422022	
BCAM		1.8391201	
CTRB2		1.8383744	
FIBCD1-AS1		1.8368708	
DISP1		1.8367889	
ATP8B2		1.8363448	
HACD1		1.8356992	
PIK3IP1		1.8346941	
SLC44A3-AS1		1.8342111	
KCNN1		1.83248	
IZUMO4		1.8306972	
SLCO2A1		1.8278209	
KIF7		1.8242443	
HPX		1.8226985	
ARNT2		1.8213578	
MME-AS1		1.8208823	
MVD		1.820419	
LYG1		1.8176827	
NR3C1		1.815555	
PKHD1L1		1.8126013	
ASIC4		1.8108577	
TBXAS1		1.810545	
LRRTM3		1.8044362	
SPRED1		1.8037487	
HSD17B11		1.8030329	
ACTG1P25		1.802389	
CFAP210		1.8019924	
SMAD6		1.801886	
GRIK1-AS1		1.8018472	
KRT86		1.8017001	
VDR		1.801431	
COL7A1		1.7976348	
HCG20		1.7971636	
PRKG1-AS1		1.796341	
SHC3		1.7954699	
LINC01666		1.7938874	
PAK1		1.7930055	
PDE8A		1.7921313	
NUDT19-DT		1.7915041	
ABCC9		1.7862467	
PRSS27		1.7847552	
ANKEF1		1.7819657	
IDI1		1.7791978	
PDE6B		1.7791607	
DYNC1I1		1.7784739	
AMH		1.7772473	
PLXNB3		1.7763369	
TP53INP2		1.7758163	
CBR1-AS1		1.7748498	
ZNF836		1.774566	
SNX6P1		1.7722642	
LINC00607		1.7713261	
ADORA2A-AS1		1.7686117	
ITGAD		1.7673713	
IGFBP2		1.7647187	
ZNF541		1.7640496	
PANX2		1.7628257	
PRDM6-AS1		1.7614707	
INPP4B		1.7592033	
